accession	study	object_status	bioproject_accession	biosample_accession	sample_name	filename	filename2	title	library_ID	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype
SRR13739534	SRP307019	new	PRJNA695570	SAMN17619191	M1261_1F_1A	M1261-1F-1A_pair1.fastq.gz	M1261-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1261, timepoint 1	M1261_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739533	SRP307019	new	PRJNA695570	SAMN17619192	C0914_5F_1A	C0914-5F-1A_pair1.fastq.gz	C0914-5F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 914, timepoint 5	C0914_5F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739532	SRP307019	new	PRJNA695570	SAMN17619193	M1240_1F_1A	M1240-1F-1A_pair1.fastq.gz	M1240-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1240, timepoint 1	M1240_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739531	SRP307019	new	PRJNA695570	SAMN17619194	M1195_3F_1A	M1195-3F-1A_pair1.fastq.gz	M1195-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1195, timepoint 3	M1195_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739530	SRP307019	new	PRJNA695570	SAMN17619195	C0603_6F_1A	C0603-6F-1A_pair1.fastq.gz	C0603-6F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 603, timepoint 6	C0603_6F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739529	SRP307019	new	PRJNA695570	SAMN17619196	M0974_1F_1A	M0974-1F-1A_pair1.fastq.gz	M0974-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 974, timepoint 1	M0974_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739528	SRP307019	new	PRJNA695570	SAMN17619197	M1200_3F_1A	M1200-3F-1A_pair1.fastq.gz	M1200-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1200, timepoint 3	M1200_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739526	SRP307019	new	PRJNA695570	SAMN17619198	C0127_8F_1A	C0127-8F-1A_pair1.fastq.gz	C0127-8F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 127, timepoint 8	C0127_8F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739525	SRP307019	new	PRJNA695570	SAMN17619199	C0753_4F_1A	C0753-4F-1A_pair1.fastq.gz	C0753-4F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 753, timepoint 4	C0753_4F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739524	SRP307019	new	PRJNA695570	SAMN17619200	M1218_2F_1A	M1218-2F-1A_pair1.fastq.gz	M1218-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1218, timepoint 2	M1218_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739523	SRP307019	new	PRJNA695570	SAMN17619201	C0126_10F_1A	C0126-10F-1A_pair1.fastq.gz	C0126-10F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 126, timepoint 10	C0126_10F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739522	SRP307019	new	PRJNA695570	SAMN17619202	C0612_2F_1A	C0612-2F-1A_pair1.fastq.gz	C0612-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 612, timepoint 2	C0612_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739521	SRP307019	new	PRJNA695570	SAMN17619203	M1229_2F_1A	M1229-2F-1A_pair1.fastq.gz	M1229-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1229, timepoint 2	M1229_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739520	SRP307019	new	PRJNA695570	SAMN17619204	M1219_2F_1A	M1219-2F-1A_pair1.fastq.gz	M1219-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1219, timepoint 2	M1219_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739519	SRP307019	new	PRJNA695570	SAMN17619205	C0055_3F_1A	C0055-3F-1A_pair1.fastq.gz	C0055-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 55, timepoint 3	C0055_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739518	SRP307019	new	PRJNA695570	SAMN17619206	C0323_3F_1A	C0323-3F-1A_pair1.fastq.gz	C0323-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 323, timepoint 3	C0323_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739517	SRP307019	new	PRJNA695570	SAMN17619207	C0324_3F_1A	C0324-3F-1A_pair1.fastq.gz	C0324-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 324, timepoint 3	C0324_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739935	SRP307019	new	PRJNA695570	SAMN17619208	C0047_8F_1A	C0047-8F-1A_pair1.fastq.gz	C0047-8F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 47, timepoint 8	C0047_8F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739934	SRP307019	new	PRJNA695570	SAMN17619209	M1226_2F_1A	M1226-2F-1A_pair1.fastq.gz	M1226-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1226, timepoint 2	M1226_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739933	SRP307019	new	PRJNA695570	SAMN17619210	M1211_3F_1A	M1211-3F-1A_pair1.fastq.gz	M1211-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1211, timepoint 3	M1211_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739932	SRP307019	new	PRJNA695570	SAMN17619211	M1258_1F_1A	M1258-1F-1A_pair1.fastq.gz	M1258-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1258, timepoint 1	M1258_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739931	SRP307019	new	PRJNA695570	SAMN17619212	C2018_5F_1A	C2018-5F-1A_pair1.fastq.gz	C2018-5F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 2018, timepoint 5	C2018_5F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739930	SRP307019	new	PRJNA695570	SAMN17619213	C0161_7F_1A	C0161-7F-1A_pair1.fastq.gz	C0161-7F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 161, timepoint 7	C0161_7F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739929	SRP307019	new	PRJNA695570	SAMN17619214	C0248_3F_1A	C0248-3F-1A_pair1.fastq.gz	C0248-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 248, timepoint 3	C0248_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739928	SRP307019	new	PRJNA695570	SAMN17619215	C0249_5F_1A	C0249-5F-1A_pair1.fastq.gz	C0249-5F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 249, timepoint 5	C0249_5F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739927	SRP307019	new	PRJNA695570	SAMN17619216	C1015_3F_1A	C1015-3F-1A_pair1.fastq.gz	C1015-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1015, timepoint 3	C1015_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739926	SRP307019	new	PRJNA695570	SAMN17619217	M1176_3F_1A	M1176-3F-1A_pair1.fastq.gz	M1176-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1176, timepoint 3	M1176_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739924	SRP307019	new	PRJNA695570	SAMN17619218	M1177_3F_1A	M1177-3F-1A_pair1.fastq.gz	M1177-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1177, timepoint 3	M1177_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739923	SRP307019	new	PRJNA695570	SAMN17619219	M1234_2F_1A	M1234-2F-1A_pair1.fastq.gz	M1234-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1234, timepoint 2	M1234_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739922	SRP307019	new	PRJNA695570	SAMN17619220	C0312_8F_1A	C0312-8F-1A_pair1.fastq.gz	C0312-8F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 312, timepoint 8	C0312_8F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739921	SRP307019	new	PRJNA695570	SAMN17619221	M1202_3F_1A	M1202-3F-1A_pair1.fastq.gz	M1202-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1202, timepoint 3	M1202_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739920	SRP307019	new	PRJNA695570	SAMN17619222	M1273_1F_1A	M1273-1F-1A_pair1.fastq.gz	M1273-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1273, timepoint 1	M1273_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739919	SRP307019	new	PRJNA695570	SAMN17619223	M1188_3F_1A	M1188-3F-1A_pair1.fastq.gz	M1188-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1188, timepoint 3	M1188_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739918	SRP307019	new	PRJNA695570	SAMN17619224	M1208_3F_1A	M1208-3F-1A_pair1.fastq.gz	M1208-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1208, timepoint 3	M1208_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739917	SRP307019	new	PRJNA695570	SAMN17619225	M1232_2F_1A	M1232-2F-1A_pair1.fastq.gz	M1232-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1232, timepoint 2	M1232_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739916	SRP307019	new	PRJNA695570	SAMN17619226	M1240_2F_1A	M1240-2F-1A_pair1.fastq.gz	M1240-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1240, timepoint 2	M1240_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739915	SRP307019	new	PRJNA695570	SAMN17619227	M1221_3F_1A	M1221-3F-1A_pair1.fastq.gz	M1221-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1221, timepoint 3	M1221_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739913	SRP307019	new	PRJNA695570	SAMN17619228	M1268_1F_1A	M1268-1F-1A_pair1.fastq.gz	M1268-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1268, timepoint 1	M1268_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739888	SRP307019	new	PRJNA695570	SAMN17619229	C0536_1F_1A	C0536-1F-1A_pair1.fastq.gz	C0536-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 536, timepoint 1	C0536_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739887	SRP307019	new	PRJNA695570	SAMN17619230	M1263_1F_1A	M1263-1F-1A_pair1.fastq.gz	M1263-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1263, timepoint 1	M1263_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739886	SRP307019	new	PRJNA695570	SAMN17619231	C0535_2F_1A	C0535-2F-1A_pair1.fastq.gz	C0535-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 535, timepoint 2	C0535_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739885	SRP307019	new	PRJNA695570	SAMN17619232	C0665_2F_1A	C0665-2F-1A_pair1.fastq.gz	C0665-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 665, timepoint 2	C0665_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739884	SRP307019	new	PRJNA695570	SAMN17619233	M1237_2F_1A	M1237-2F-1A_pair1.fastq.gz	M1237-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1237, timepoint 2	M1237_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739883	SRP307019	new	PRJNA695570	SAMN17619234	C1087_3F_1A	C1087-3F-1A_pair1.fastq.gz	C1087-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1087, timepoint 3	C1087_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739882	SRP307019	new	PRJNA695570	SAMN17619235	C0676_3F_1A	C0676-3F-1A_pair1.fastq.gz	C0676-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 676, timepoint 3	C0676_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739881	SRP307019	new	PRJNA695570	SAMN17619236	M1254_2F_1A	M1254-2F-1A_pair1.fastq.gz	M1254-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1254, timepoint 2	M1254_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739880	SRP307019	new	PRJNA695570	SAMN17619237	C0029_6F_1A	C0029-6F-1A_pair1.fastq.gz	C0029-6F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 29, timepoint 6	C0029_6F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739878	SRP307019	new	PRJNA695570	SAMN17619238	M1205_3F_1A	M1205-3F-1A_pair1.fastq.gz	M1205-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1205, timepoint 3	M1205_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739877	SRP307019	new	PRJNA695570	SAMN17619239	M1276_1F_1A	M1276-1F-1A_pair1.fastq.gz	M1276-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1276, timepoint 1	M1276_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739876	SRP307019	new	PRJNA695570	SAMN17619240	C0385_5F_1A	C0385-5F-1A_pair1.fastq.gz	C0385-5F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 385, timepoint 5	C0385_5F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739875	SRP307019	new	PRJNA695570	SAMN17619241	C0231_3F_1A	C0231-3F-1A_pair1.fastq.gz	C0231-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 231, timepoint 3	C0231_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
